question_id,category,engine,repeat_index,vendor,in_universe,measured_subject
Q0001,AI business intelligence software,perplexity,1,Querio,False,False
Q0001,AI business intelligence software,perplexity,1,Sigma,False,False
Q0001,AI business intelligence software,perplexity,1,SpotIQ,False,False
Q0001,AI business intelligence software,perplexity,1,Tableau,False,False
Q0001,AI business intelligence software,perplexity,1,Tellius,False,False
Q0001,AI business intelligence software,perplexity,1,ThoughtSpot,True,False
Q0001,AI business intelligence software,perplexity,1,Zenlytic,True,True
Q0001,AI business intelligence software,perplexity,1,Zoho Analytics,False,False
Q0002,AI business intelligence software,chatgpt,1,Ask Sigma,False,False
Q0002,AI business intelligence software,chatgpt,1,Databricks,False,False
Q0002,AI business intelligence software,chatgpt,1,Databricks AI/BI Genie,False,False
Q0002,AI business intelligence software,chatgpt,1,Databricks Genie,True,False
Q0002,AI business intelligence software,chatgpt,1,Fabric Copilot,False,False
Q0002,AI business intelligence software,chatgpt,1,Looker,True,False
Q0002,AI business intelligence software,chatgpt,1,Microsoft Power BI,False,False
Q0002,AI business intelligence software,chatgpt,1,Omni,True,False
Q0002,AI business intelligence software,chatgpt,1,Omni Analytics,False,False
Q0002,AI business intelligence software,chatgpt,1,Power BI,False,False
Q0002,AI business intelligence software,chatgpt,1,Power BI Copilot,False,False
Q0002,AI business intelligence software,chatgpt,1,Pyramid Analytics GenBI,False,False
Q0002,AI business intelligence software,chatgpt,1,Salesforce,False,False
Q0002,AI business intelligence software,chatgpt,1,Sigma,False,False
Q0002,AI business intelligence software,chatgpt,1,Sigma Assistant,False,False
Q0002,AI business intelligence software,chatgpt,1,Snowflake,False,False
Q0002,AI business intelligence software,chatgpt,1,Snowflake Cortex Analyst,False,False
Q0002,AI business intelligence software,chatgpt,1,Snowflake Intelligence,False,False
Q0002,AI business intelligence software,chatgpt,1,Spotter,False,False
Q0002,AI business intelligence software,chatgpt,1,Tableau,False,False
Q0002,AI business intelligence software,chatgpt,1,Tableau Agent,False,False
Q0002,AI business intelligence software,chatgpt,1,ThoughtSpot,True,False
Q0002,AI business intelligence software,claude,1,Cube,False,False
Q0002,AI business intelligence software,claude,1,Looker,True,False
Q0002,AI business intelligence software,claude,1,Microsoft Power BI,False,False
Q0002,AI business intelligence software,claude,1,Omni,True,False
Q0002,AI business intelligence software,claude,1,Sigma Computing,False,False
Q0002,AI business intelligence software,claude,1,Tableau,False,False
Q0002,AI business intelligence software,claude,1,Tableau GPT,False,False
Q0002,AI business intelligence software,claude,1,Tableau Pulse,True,False
Q0002,AI business intelligence software,claude,1,ThoughtSpot,True,False
Q0002,AI business intelligence software,google_aio,1,Dot,False,False
Q0002,AI business intelligence software,google_aio,1,Looker,True,False
Q0002,AI business intelligence software,google_aio,1,Microsoft Power BI,False,False
Q0002,AI business intelligence software,google_aio,1,Power BI,False,False
Q0002,AI business intelligence software,google_aio,1,Skopx,False,False
Q0002,AI business intelligence software,google_aio,1,Tableau,False,False
Q0002,AI business intelligence software,google_aio,1,ThoughtSpot,True,False
Q0002,AI business intelligence software,perplexity,1,Conversational Analytics,False,False
Q0002,AI business intelligence software,perplexity,1,Cube,False,False
Q0002,AI business intelligence software,perplexity,1,Dot,False,False
Q0002,AI business intelligence software,perplexity,1,Gemini,False,False
Q0002,AI business intelligence software,perplexity,1,Looker,True,False
Q0002,AI business intelligence software,perplexity,1,Omni,True,False
Q0002,AI business intelligence software,perplexity,1,Tellius,False,False
Q0002,AI business intelligence software,perplexity,1,ThoughtSpot,True,False
Q0002,AI business intelligence software,perplexity,1,Zenlytic,True,True
Q0003,AI business intelligence software,chatgpt,1,Analyst Studio,False,False
Q0003,AI business intelligence software,chatgpt,1,Databricks,False,False
Q0003,AI business intelligence software,chatgpt,1,Looker,True,False
Q0003,AI business intelligence software,chatgpt,1,Mode,False,False
Q0003,AI business intelligence software,chatgpt,1,Omni,True,False
Q0003,AI business intelligence software,chatgpt,1,Redshift,False,False
Q0003,AI business intelligence software,chatgpt,1,Sigma,False,False
Q0003,AI business intelligence software,chatgpt,1,Spotter,False,False
Q0003,AI business intelligence software,chatgpt,1,Tableau,False,False
Q0003,AI business intelligence software,chatgpt,1,ThoughtSpot,True,False
Q0003,AI business intelligence software,chatgpt,1,dbt,False,False
Q0003,AI business intelligence software,claude,1,Omni,True,False
Q0003,AI business intelligence software,claude,1,SpotIQ,False,False
Q0003,AI business intelligence software,claude,1,Spotter,False,False
Q0003,AI business intelligence software,claude,1,ThoughtSpot,True,False
Q0003,AI business intelligence software,google_aio,1,Omni,True,False
Q0003,AI business intelligence software,google_aio,1,SpotIQ,False,False
Q0003,AI business intelligence software,google_aio,1,Spotter,False,False
Q0003,AI business intelligence software,google_aio,1,ThoughtSpot,True,False
Q0003,AI business intelligence software,perplexity,1,Looker,True,False
Q0003,AI business intelligence software,perplexity,1,Omni,True,False
Q0003,AI business intelligence software,perplexity,1,SpotIQ,False,False
Q0003,AI business intelligence software,perplexity,1,Spotter,False,False
Q0003,AI business intelligence software,perplexity,1,ThoughtSpot,True,False
Q0004,AI business intelligence software,chatgpt,1,IBM watsonx BI,False,False
Q0004,AI business intelligence software,chatgpt,1,Microsoft Fabric,False,False
Q0005,AI business intelligence software,chatgpt,1,AWS QuickSight,False,False
Q0005,AI business intelligence software,chatgpt,1,Azure Synapse,False,False
Q0005,AI business intelligence software,chatgpt,1,Cube,False,False
Q0005,AI business intelligence software,chatgpt,1,Databricks,False,False
Q0005,AI business intelligence software,chatgpt,1,Google Looker,False,False
Q0005,AI business intelligence software,chatgpt,1,IBM,False,False
Q0005,AI business intelligence software,chatgpt,1,IBM Cognos,False,False
Q0005,AI business intelligence software,chatgpt,1,Jira,False,False
Q0005,AI business intelligence software,chatgpt,1,Looker,True,False
Q0005,AI business intelligence software,chatgpt,1,MetricFlow,False,False
Q0005,AI business intelligence software,chatgpt,1,MicroStrategy,False,False
Q0005,AI business intelligence software,chatgpt,1,Microsoft Fabric,False,False
Q0005,AI business intelligence software,chatgpt,1,Microsoft Power BI,False,False
Q0005,AI business intelligence software,chatgpt,1,NetSuite,False,False
Q0005,AI business intelligence software,chatgpt,1,Oracle,False,False
Q0005,AI business intelligence software,chatgpt,1,Oracle Analytics,False,False
Q0005,AI business intelligence software,chatgpt,1,Qlik,False,False
Q0005,AI business intelligence software,chatgpt,1,Redshift,False,False
Q0005,AI business intelligence software,chatgpt,1,SAP,False,False
Q0005,AI business intelligence software,chatgpt,1,SAP Analytics Cloud,False,False
Q0005,AI business intelligence software,chatgpt,1,Salesforce,False,False
Q0005,AI business intelligence software,chatgpt,1,Segment,True,False
Q0005,AI business intelligence software,chatgpt,1,ServiceNow,False,False
Q0005,AI business intelligence software,chatgpt,1,Slack,False,False
Q0005,AI business intelligence software,chatgpt,1,Snowflake,False,False
Q0005,AI business intelligence software,chatgpt,1,Tableau,False,False
Q0005,AI business intelligence software,chatgpt,1,Teams,False,False
Q0005,AI business intelligence software,chatgpt,1,ThoughtSpot,True,False
Q0005,AI business intelligence software,chatgpt,1,Workday,False,False
Q0005,AI business intelligence software,chatgpt,1,dbt Semantic Layer,False,False
Q0005,AI business intelligence software,google_aio,1,Amazon QuickSight,False,False
Q0005,AI business intelligence software,google_aio,1,Copilot,False,False
Q0005,AI business intelligence software,google_aio,1,LookML,False,False
Q0005,AI business intelligence software,google_aio,1,Looker,True,False
Q0005,AI business intelligence software,google_aio,1,Omni,True,False
Q0005,AI business intelligence software,google_aio,1,Power BI,False,False
Q0005,AI business intelligence software,google_aio,1,Querio,False,False
Q0005,AI business intelligence software,google_aio,1,Sigma Computing,False,False
Q0005,AI business intelligence software,google_aio,1,Tellius,False,False
Q0005,AI business intelligence software,google_aio,1,ThoughtSpot,True,False
Q0005,AI business intelligence software,google_aio,1,dbt Semantic Layer,False,False
Q0005,AI business intelligence software,perplexity,1,Azure,False,False
Q0005,AI business intelligence software,perplexity,1,Copilot,False,False
Q0005,AI business intelligence software,perplexity,1,Databricks,False,False
Q0005,AI business intelligence software,perplexity,1,Domo,False,False
Q0005,AI business intelligence software,perplexity,1,Einstein,False,False
Q0005,AI business intelligence software,perplexity,1,Fabric,False,False
Q0005,AI business intelligence software,perplexity,1,Looker,True,False
Q0005,AI business intelligence software,perplexity,1,Microsoft 365,False,False
Q0005,AI business intelligence software,perplexity,1,Power BI,False,False
Q0005,AI business intelligence software,perplexity,1,Qlik,False,False
Q0005,AI business intelligence software,perplexity,1,Salesforce,False,False
Q0005,AI business intelligence software,perplexity,1,Sigma Computing,False,False
Q0005,AI business intelligence software,perplexity,1,SpotIQ,False,False
Q0005,AI business intelligence software,perplexity,1,Tableau,False,False
Q0005,AI business intelligence software,perplexity,1,Tableau Pulse,True,False
Q0005,AI business intelligence software,perplexity,1,ThoughtSpot,True,False
Q0006,AI business intelligence software,chatgpt,1,Amazon Q in QuickSight,False,False
Q0006,AI business intelligence software,chatgpt,1,Amazon QuickSight Q,False,False
Q0006,AI business intelligence software,chatgpt,1,Databricks,False,False
Q0006,AI business intelligence software,chatgpt,1,Databricks AI/BI Genie,False,False
Q0006,AI business intelligence software,chatgpt,1,Databricks Genie,True,False
Q0006,AI business intelligence software,chatgpt,1,Fabric,False,False
Q0006,AI business intelligence software,chatgpt,1,Looker,True,False
Q0006,AI business intelligence software,chatgpt,1,Looker Conversational Analytics,False,False
Q0006,AI business intelligence software,chatgpt,1,Microsoft 365,False,False
Q0006,AI business intelligence software,chatgpt,1,Power BI,False,False
Q0006,AI business intelligence software,chatgpt,1,Power BI Copilot,False,False
Q0006,AI business intelligence software,chatgpt,1,QuickSight Q,False,False
Q0006,AI business intelligence software,chatgpt,1,Salesforce,False,False
Q0006,AI business intelligence software,chatgpt,1,Sigma,False,False
Q0006,AI business intelligence software,chatgpt,1,Snowflake,False,False
Q0006,AI business intelligence software,chatgpt,1,Snowflake Cortex Analyst,False,False
Q0006,AI business intelligence software,chatgpt,1,Tableau,False,False
Q0006,AI business intelligence software,chatgpt,1,Tableau Agent,False,False
Q0006,AI business intelligence software,chatgpt,1,Tableau Cloud,False,False
Q0006,AI business intelligence software,chatgpt,1,Tableau Next,False,False
Q0006,AI business intelligence software,chatgpt,1,Teams,False,False
Q0006,AI business intelligence software,chatgpt,1,ThoughtSpot,True,False
Q0006,AI business intelligence software,claude,1,AI Query,False,False
Q0006,AI business intelligence software,claude,1,AWS QuickSight,False,False
Q0006,AI business intelligence software,claude,1,Amazon Q,False,False
Q0006,AI business intelligence software,claude,1,BigQuery,False,False
Q0006,AI business intelligence software,claude,1,ClickHouse,False,False
Q0006,AI business intelligence software,claude,1,Databricks,False,False
Q0006,AI business intelligence software,claude,1,Fabi.ai,False,False
Q0006,AI business intelligence software,claude,1,Gemini,False,False
Q0006,AI business intelligence software,claude,1,Google Cloud,False,False
Q0006,AI business intelligence software,claude,1,Looker,True,False
Q0006,AI business intelligence software,claude,1,Metabase,False,False
Q0006,AI business intelligence software,claude,1,Metabot,False,False
Q0006,AI business intelligence software,claude,1,Querio,False,False
Q0006,AI business intelligence software,claude,1,Redshift,False,False
Q0006,AI business intelligence software,claude,1,Sigma Agents,False,False
Q0006,AI business intelligence software,claude,1,Sigma Assistant,False,False
Q0006,AI business intelligence software,claude,1,Sigma Computing,False,False
Q0006,AI business intelligence software,claude,1,Snowflake,False,False
Q0006,AI business intelligence software,claude,1,Snowflake Cortex Analyst,False,False
Q0006,AI business intelligence software,claude,1,Spotter,False,False
Q0006,AI business intelligence software,claude,1,ThoughtSpot,True,False
Q0006,AI business intelligence software,google_aio,1,Databricks AI/BI Genie,False,False
Q0006,AI business intelligence software,google_aio,1,Google BigQuery Data Canvas,False,False
Q0006,AI business intelligence software,google_aio,1,Microsoft Power BI,False,False
Q0006,AI business intelligence software,google_aio,1,Querio,False,False
Q0006,AI business intelligence software,google_aio,1,ThoughtSpot,True,False
Q0006,AI business intelligence software,perplexity,1,AI2sql,False,False
Q0006,AI business intelligence software,perplexity,1,DataBud,False,False
Q0006,AI business intelligence software,perplexity,1,Databricks,False,False
Q0006,AI business intelligence software,perplexity,1,Databricks AI/BI Genie,False,False
Q0006,AI business intelligence software,perplexity,1,Databricks Genie,True,False
Q0006,AI business intelligence software,perplexity,1,Draxlr,False,False
Q0006,AI business intelligence software,perplexity,1,Gemini,False,False
Q0006,AI business intelligence software,perplexity,1,Looker,True,False
Q0006,AI business intelligence software,perplexity,1,Mora,False,False
Q0006,AI business intelligence software,perplexity,1,Power BI,False,False
Q0006,AI business intelligence software,perplexity,1,Power BI Copilot,False,False
Q0006,AI business intelligence software,perplexity,1,Querio,False,False
Q0006,AI business intelligence software,perplexity,1,Snowflake,False,False
Q0006,AI business intelligence software,perplexity,1,Snowflake Cortex Analyst,False,False
Q0006,AI business intelligence software,perplexity,1,ThoughtSpot,True,False
Q0007,AI business intelligence software,chatgpt,1,Amazon Q,False,False
Q0007,AI business intelligence software,chatgpt,1,Amazon QuickSight,False,False
Q0007,AI business intelligence software,chatgpt,1,Ask Zia,False,False
Q0007,AI business intelligence software,chatgpt,1,Copilot,False,False
Q0007,AI business intelligence software,chatgpt,1,Domo,False,False
Q0007,AI business intelligence software,chatgpt,1,Domo.AI,False,False
Q0007,AI business intelligence software,chatgpt,1,Fabric,False,False
Q0007,AI business intelligence software,chatgpt,1,Gemini Conversational Analytics,False,False
Q0007,AI business intelligence software,chatgpt,1,Insight Advisor,False,False
Q0007,AI business intelligence software,chatgpt,1,Looker,True,False
Q0007,AI business intelligence software,chatgpt,1,Microsoft Power BI,False,False
Q0007,AI business intelligence software,chatgpt,1,Power BI Copilot,False,False
Q0007,AI business intelligence software,chatgpt,1,Pyramid Analytics,False,False
Q0007,AI business intelligence software,chatgpt,1,Qlik Answers,False,False
Q0007,AI business intelligence software,chatgpt,1,Qlik Cloud,False,False
Q0007,AI business intelligence software,chatgpt,1,Qlik Cloud Analytics,False,False
Q0007,AI business intelligence software,chatgpt,1,Sigma,False,False
Q0007,AI business intelligence software,chatgpt,1,Sigma Agents,False,False
Q0007,AI business intelligence software,chatgpt,1,Sigma Computing AI,False,False
Q0007,AI business intelligence software,chatgpt,1,Tableau Pulse,True,False
Q0007,AI business intelligence software,chatgpt,1,ThoughtSpot,True,False
Q0007,AI business intelligence software,chatgpt,1,ThoughtSpot Analytics,False,False
Q0007,AI business intelligence software,chatgpt,1,ThoughtSpot Spotter,False,False
Q0007,AI business intelligence software,chatgpt,1,Zia Insights,False,False
Q0007,AI business intelligence software,chatgpt,1,Zoho Analytics,False,False
Q0007,AI business intelligence software,claude,1,Databricks,False,False
Q0007,AI business intelligence software,claude,1,Databricks Genie,True,False
Q0007,AI business intelligence software,claude,1,Domo,False,False
Q0007,AI business intelligence software,claude,1,Dot,False,False
Q0007,AI business intelligence software,claude,1,Fusion AI,False,False
Q0007,AI business intelligence software,claude,1,Hex,False,False
Q0007,AI business intelligence software,claude,1,InfiniSynapse,False,False
Q0007,AI business intelligence software,claude,1,Microsoft Power BI,False,False
Q0007,AI business intelligence software,claude,1,Power BI Copilot,False,False
Q0007,AI business intelligence software,claude,1,Qlik,False,False
Q0007,AI business intelligence software,claude,1,Querio,False,False
Q0007,AI business intelligence software,claude,1,Sisense,False,False
Q0007,AI business intelligence software,claude,1,Tableau,False,False
Q0007,AI business intelligence software,claude,1,Tableau Pulse,True,False
Q0007,AI business intelligence software,claude,1,Tellius,False,False
Q0007,AI business intelligence software,claude,1,ThoughtSpot,True,False
Q0007,AI business intelligence software,google_aio,1,Google Looker,False,False
Q0007,AI business intelligence software,google_aio,1,Looker,True,False
Q0007,AI business intelligence software,google_aio,1,Microsoft Fabric,False,False
Q0007,AI business intelligence software,google_aio,1,Microsoft Power BI,False,False
Q0007,AI business intelligence software,google_aio,1,Microsoft Teams,False,False
Q0007,AI business intelligence software,google_aio,1,Omni,True,False
Q0007,AI business intelligence software,google_aio,1,Tableau Pulse,True,False
Q0007,AI business intelligence software,google_aio,1,Tellius,False,False
Q0007,AI business intelligence software,google_aio,1,ThoughtSpot,True,False
Q0007,AI business intelligence software,perplexity,1,Bruin,False,False
Q0007,AI business intelligence software,perplexity,1,Colrows,False,False
Q0007,AI business intelligence software,perplexity,1,Cotera,False,False
Q0007,AI business intelligence software,perplexity,1,Cube,False,False
Q0007,AI business intelligence software,perplexity,1,Databricks,False,False
Q0007,AI business intelligence software,perplexity,1,Databricks Genie,True,False
Q0007,AI business intelligence software,perplexity,1,Dot,False,False
Q0007,AI business intelligence software,perplexity,1,Fabric,False,False
Q0007,AI business intelligence software,perplexity,1,Hex,False,False
Q0007,AI business intelligence software,perplexity,1,Hex Magic,False,False
Q0007,AI business intelligence software,perplexity,1,InfiniSynapse,False,False
Q0007,AI business intelligence software,perplexity,1,Microsoft 365,False,False
Q0007,AI business intelligence software,perplexity,1,Power BI,False,False
Q0007,AI business intelligence software,perplexity,1,Power BI Copilot,False,False
Q0007,AI business intelligence software,perplexity,1,Pulse AI,False,False
Q0007,AI business intelligence software,perplexity,1,Snowflake,False,False
Q0007,AI business intelligence software,perplexity,1,Snowflake Cortex Analyst,False,False
Q0007,AI business intelligence software,perplexity,1,Tableau,False,False
Q0007,AI business intelligence software,perplexity,1,Tableau Pulse,True,False
Q0007,AI business intelligence software,perplexity,1,Teams,False,False
Q0007,AI business intelligence software,perplexity,1,ThoughtSpot,True,False
Q0007,AI business intelligence software,perplexity,1,Unity Catalog,False,False
Q0008,B2B marketing analytics software,chatgpt,1,Adobe,True,False
Q0008,B2B marketing analytics software,chatgpt,1,Adobe Marketo Measure,False,False
Q0008,B2B marketing analytics software,chatgpt,1,CaliberMind,False,False
Q0008,B2B marketing analytics software,chatgpt,1,Dreamdata,True,False
Q0008,B2B marketing analytics software,chatgpt,1,Factors.ai,True,True
Q0008,B2B marketing analytics software,chatgpt,1,Full Circle Insights,False,False
Q0008,B2B marketing analytics software,chatgpt,1,HockeyStack,True,True
Q0008,B2B marketing analytics software,chatgpt,1,HubSpot,False,False
Q0008,B2B marketing analytics software,chatgpt,1,HubSpot Marketing Hub,False,False
Q0008,B2B marketing analytics software,chatgpt,1,Marketo Measure,False,False
Q0008,B2B marketing analytics software,chatgpt,1,Ruler Analytics,False,False
Q0008,B2B marketing analytics software,chatgpt,1,Salesforce,False,False
Q0008,B2B marketing analytics software,claude,1,Adobe,True,False
Q0008,B2B marketing analytics software,claude,1,Adobe Marketo Measure,False,False
Q0008,B2B marketing analytics software,claude,1,CaliberMind,False,False
Q0008,B2B marketing analytics software,claude,1,Dreamdata,True,False
Q0008,B2B marketing analytics software,claude,1,HockeyStack,True,True
Q0008,B2B marketing analytics software,claude,1,HubSpot,False,False
Q0008,B2B marketing analytics software,claude,1,HubSpot Marketing Hub,False,False
Q0008,B2B marketing analytics software,claude,1,Marketo,False,False
Q0008,B2B marketing analytics software,claude,1,Ruler Analytics,False,False
Q0008,B2B marketing analytics software,claude,1,Salesforce,False,False
Q0008,B2B marketing analytics software,claude,1,SegmentStream,False,False
Q0008,B2B marketing analytics software,google_aio,1,Adobe,True,False
Q0008,B2B marketing analytics software,google_aio,1,Adobe Marketo Measure,False,False
Q0008,B2B marketing analytics software,google_aio,1,Bizible,True,False
Q0008,B2B marketing analytics software,google_aio,1,Dreamdata,True,False
Q0008,B2B marketing analytics software,google_aio,1,Factors.ai,True,True
Q0008,B2B marketing analytics software,google_aio,1,HockeyStack,True,True
Q0008,B2B marketing analytics software,google_aio,1,HubSpot,False,False
Q0008,B2B marketing analytics software,google_aio,1,HubSpot Attribution,False,False
Q0008,B2B marketing analytics software,google_aio,1,HubSpot Marketing Hub,False,False
Q0008,B2B marketing analytics software,google_aio,1,Salesforce,False,False
Q0008,B2B marketing analytics software,perplexity,1,Adobe,True,False
Q0008,B2B marketing analytics software,perplexity,1,Adobe Marketo Measure (Bizible),False,False
Q0008,B2B marketing analytics software,perplexity,1,Bizible,True,False
Q0008,B2B marketing analytics software,perplexity,1,CaliberMind,False,False
Q0008,B2B marketing analytics software,perplexity,1,Dreamdata,True,False
Q0008,B2B marketing analytics software,perplexity,1,Factors.ai,True,True
Q0008,B2B marketing analytics software,perplexity,1,HockeyStack,True,True
Q0008,B2B marketing analytics software,perplexity,1,HubSpot,False,False
Q0008,B2B marketing analytics software,perplexity,1,HubSpot Attribution,False,False
Q0008,B2B marketing analytics software,perplexity,1,Marketo,False,False
Q0008,B2B marketing analytics software,perplexity,1,RevSure,False,False
Q0008,B2B marketing analytics software,perplexity,1,Salesforce,False,False
Q0008,B2B marketing analytics software,perplexity,1,Salesforce Einstein Attribution,False,False
Q0008,B2B marketing analytics software,perplexity,1,SegmentStream,False,False
Q0009,B2B marketing analytics software,chatgpt,1,6sense,True,False
Q0009,B2B marketing analytics software,chatgpt,1,AdRoll ABM,False,False
Q0009,B2B marketing analytics software,chatgpt,1,Adobe,True,False
Q0009,B2B marketing analytics software,chatgpt,1,Adobe Marketo Measure,False,False
Q0009,B2B marketing analytics software,chatgpt,1,Bizible,True,False
Q0009,B2B marketing analytics software,chatgpt,1,CaliberMind,False,False
Q0009,B2B marketing analytics software,chatgpt,1,Demandbase,True,False
Q0009,B2B marketing analytics software,chatgpt,1,Demandbase One,False,False
Q0009,B2B marketing analytics software,chatgpt,1,Dreamdata,True,False
Q0009,B2B marketing analytics software,chatgpt,1,Factors.ai,True,True
Q0009,B2B marketing analytics software,chatgpt,1,HockeyStack,True,True
Q0009,B2B marketing analytics software,chatgpt,1,HubSpot,False,False
Q0009,B2B marketing analytics software,chatgpt,1,Marketo,False,False
Q0009,B2B marketing analytics software,chatgpt,1,RollWorks,True,False
Q0009,B2B marketing analytics software,chatgpt,1,Terminus,True,False
Q0009,B2B marketing analytics software,claude,1,6sense,True,False
Q0009,B2B marketing analytics software,claude,1,Apollo.io,False,False
Q0009,B2B marketing analytics software,claude,1,Bombora,True,False
Q0009,B2B marketing analytics software,claude,1,Chorus,True,False
Q0009,B2B marketing analytics software,claude,1,Dealfront,False,False
Q0009,B2B marketing analytics software,claude,1,Demandbase,True,False
Q0009,B2B marketing analytics software,claude,1,Factors.ai,True,True
Q0009,B2B marketing analytics software,claude,1,Leadfeeder,False,False
Q0009,B2B marketing analytics software,claude,1,RollWorks,True,False
Q0009,B2B marketing analytics software,claude,1,Terminus,True,False
Q0009,B2B marketing analytics software,claude,1,ZoomInfo,True,False
Q0009,B2B marketing analytics software,google_aio,1,6sense,True,False
Q0009,B2B marketing analytics software,google_aio,1,Demandbase,True,False
Q0009,B2B marketing analytics software,google_aio,1,Dreamdata,True,False
Q0009,B2B marketing analytics software,google_aio,1,Factors.ai,True,True
Q0009,B2B marketing analytics software,google_aio,1,HubSpot,False,False
Q0009,B2B marketing analytics software,google_aio,1,Salesforce,False,False
